name;primary_fuel;capacity_mw;Year;Generation_GWh;longitude;latitude
ARRIGHI;Oil;254.0;2013;;2.4033;48.7872
ASTON;Hydro;104.0;2013;;1.677;42.777
AVIGNON;Hydro;126.0;2013;;4.817;43.976
Ablaincourt-Pressoir;Wind;14.35;2013;;2.8247;49.8414
Ablainzevelle;Wind;10.0;2013;;2.741;50.1529
Achiet-le-Grand;Wind;18.0;2013;;2.7791;50.1327
Adriers;Wind;10.0;2013;;0.7899;46.2644
Agde;Solar;1.15956;2013;;3.4846;43.3094
Agenville;Wind;6.0;2013;;2.1079;50.1715
Aghione;Solar;8.53314;2013;;9.4119;42.0986
Aghione 2;Solar;4.0;2013;;9.3986;42.0849
Aghione 3;Solar;12.0;2013;;9.4;42.096
Agos-Vidalos;Hydro;1.6;2013;;-0.0753;43.0398
Aigaliers;Solar;10.9;2013;;4.307;44.068
Aigrefeuille-d'Aunis;Solar;2.18556;2013;;-0.9444;46.1165
Aiguillon;Hydro;1.177;2013;;0.3577;44.3009
Aiguillon;Solar;2.57727;2013;;0.3577;44.3009
Airaines;Wind;12.0;2013;;1.9449;49.972
Airan;Wind;8.0;2013;;-0.146;49.0948
Aire-sur-l'Adour;Solar;2.23527;2013;;-0.2643;43.6991
Aix-en-Provence;Biomass;4.245;2013;;5.3984;43.5361
Aix-en-Provence;Solar;8.36119;2013;;5.3984;43.5361
Aizenay;Solar;1.36627;2013;;-1.6268;46.7385
Ajaccio;Solar;2.20953;2013;;8.7013;41.9349
Albaret-le-Comtal;Hydro;11.68;2013;;3.1442;44.8674
Albas;Hydro;1.8;2013;;1.2406;44.4614
Albi;Solar;6.70448;2013;;2.1475;43.9257
Albias;Solar;2.41;2013;;1.4485;44.0818
Allaire;Wind;8.2;2013;;-2.1774;47.6396
Allanche;Wind;24.0;2013;;2.9535;45.2312
Allemant;Biomass;1.26;2013;;3.4535;49.4624
Allement;Hydro;32.0;2013;;5.422;46.112
Allemond;Hydro;5.3;2013;;6.0178;45.1704
Allery;Wind;4.6;2013;;1.8856;49.9596
Allibaudières;Wind;35.0;2013;;4.1483;48.6071
Allondrelle-la-Malmaison;Wind;10.76;2013;;5.5684;49.5112
Allones 1;Solar;4.5;2013;;0.151;47.945
Allonnes;Wind;52.275;2013;;1.676;48.3407
Alluyes;Wind;12.0;2013;;1.3648;48.229
Ally;Wind;31.5;2013;;3.3009;45.1733
Alès;Solar;3.5015;2013;;4.0888;44.1254
Aléria;Solar;3.66198;2013;;9.496;42.1061
Amanty;Wind;12.3;2013;;5.605;48.5156
Amanvillers;Biomass;1.06;2013;;6.0462;49.1599
Ambarès-et-Lagrave;Solar;1.08202;2013;;-0.5008;44.9438
Ambon;Wind;10.02;2013;;-2.5395;47.5576
Ambonville;Wind;10.0;2013;;5.0106;48.3139
Ambricourt;Wind;4.0;2013;;2.1709;50.4662
Ambrières-les-Vallées;Hydro;1.4;2013;;-0.6245;48.4228
Amelécourt;Wind;12.0;2013;;6.4881;48.8406
Amiens;Biomass;2.83;2013;;2.2907;49.9003
Anetz;Solar;1.05656;2013;;-1.0942;47.3811
Angers;Solar;1.11625;2013;;-0.5561;47.4766
Anglet;Solar;2.57113;2013;;-1.5157;43.4912
Angoulême;Solar;1.06144;2013;;0.145;45.6476
Anost;Hydro;1.9;2013;;4.0922;47.0767
Anoux;Wind;10.25;2013;;5.8648;49.2733
Ansauvillers;Wind;11.5;2013;;2.3874;49.567
Anse-Bertrand;Wind;3.025;2013;;-61.4621;16.4653
Antibes;Biomass;11.44;2013;;7.1054;43.5876
Antoigné;Wind;8.0;2013;;-0.1322;47.0785
Appietto;Solar;4.74928;2013;;8.7342;42.0034
Apprieu;Solar;10.2;2013;;5.485;45.378
Apremont;Solar;1.29408;2013;;-1.749;46.7576
Aragnouet;Hydro;10.255;2013;;0.1782;42.7845
Arbéost;Hydro;2.0;2013;;-0.2738;42.9795
Arcambal;Hydro;2.4;2013;;1.5482;44.4548
Arconcey;Wind;12.0;2013;;4.4614;47.216
Ardeche ULM;Solar;12.0;2013;;4.369;44.545
Ardin;Wind;9.0;2013;;-0.555;46.4813
Ardouval;Wind;12.0;2013;;1.2723;49.7414
Arette;Hydro;1.228;2013;;-0.7361;43.0403
Arfons;Wind;22.0;2013;;2.1895;43.4241
Argancy;Hydro;4.1;2013;;6.2102;49.1984
Argentat;Hydro;47.5;2013;;1.954;45.104
Argenteuil;Biomass;10.3;2013;;2.2406;48.9518
Argentiere-La Bessee;Hydro;38.0;2013;;6.548;44.783
Argentine;Hydro;6.286;2013;;6.3328;45.4894
Arles;Solar;9.07405;2013;;4.6617;43.5468
Arlos;Hydro;5.3;2013;;0.6955;42.8744
Arpajon-sur-Cère;Biomass;4.41;2013;;2.4647;44.8759
Arpajon-sur-Cère;Solar;11.27645;2013;;2.4647;44.8759
Arques;Biomass;8.9;2013;;2.3196;50.7409
Arras-sur-Rhône;Solar;4.24212;2013;;4.8038;45.1433
Arreau;Hydro;10.495;2013;;0.3356;42.9143
Arsac;Solar;48.23768;2013;;-0.7447;44.9837
Artemare;Hydro;4.543;2013;;5.6901;45.8699
Artemps;Wind;10.12;2013;;3.1974;49.7615
Artouste;Hydro;88.0;2013;;-0.411;42.887
Arudy;Hydro;1.148;2013;;-0.4746;43.1005
Arvillard;Hydro;8.5;2013;;6.1709;45.4095
Assac;Wind;20.0;2013;;2.4342;43.9786
Assigny;Wind;12.0;2013;;1.287;49.9828
Aste-Béon;Hydro;1.12;2013;;-0.3973;43.0303
Aubagne;Solar;2.5022;2013;;5.5633;43.2936
Aubas;Hydro;1.126;2013;;1.1985;45.0792
Aubenas;Solar;1.3489;2013;;4.3957;44.6103
Aubergenville;Solar;10.68047;2013;;1.8494;48.9629
Aubigny;Wind;10.5;2013;;-0.2155;48.914
Aubusson;Solar;1.54832;2013;;2.1665;45.9509
Auch;Biomass;1.067;2013;;0.5751;43.6533
Audrieu;Wind;9.2;2013;;-0.6043;49.2046
Aumelas;Wind;36.0;2013;;3.6133;43.5319
Aumont-Aubrac;Solar;1.51505;2013;;3.2818;44.7238
Aurel;Solar;1.3771;2013;;5.3972;44.1381
Auriac-Lagast;Solar;1.53859;2013;;2.5959;44.144
Auribeau-sur-Siagne;Hydro;2.4;2013;;6.9118;43.6121
Aurillac;Solar;4.51723;2013;;2.4418;44.9245
Aussac-Vadalle;Wind;8.0;2013;;0.2157;45.8219
Aussillon;Solar;1.39935;2013;;2.3555;43.4947
Auterive;Hydro;2.273;2013;;1.4775;43.3594
Autremencourt;Wind;14.5;2013;;3.7939;49.7049
Auzat;Hydro;3.2;2013;;1.4432;42.7019
Auzerette;Hydro;29.0;2013;;2.646;45.365
Availles-Limouzine;Solar;1.29016;2013;;0.6473;46.1337
Avant-lès-Marcilly;Wind;10.0;2013;;3.5599;48.4324
Avesnes-en-Bray;Wind;12.0;2013;;1.6756;49.473
Avignon;Solar;11.74147;2013;;4.8413;43.9353
Avignonet-Lauragais;Wind;12.6;2013;;1.7729;43.3771
Avignonet-Lauragais;Solar;4.77224;2013;;1.7729;43.3771
Avon-les-Roches;Solar;10.80126;2013;;0.4597;47.1827
Avrieux;Hydro;11.6;2013;;6.7466;45.1776
Avène;Hydro;1.3;2013;;3.1047;43.7488
Ayssènes;Wind;12.0;2013;;2.7661;44.0922
BAIX LOGIS NEUF 1;Hydro;140.0;2013;;4.787;44.676
BATHIE;Hydro;575.0;2013;;6.445;45.645
BEAUCHASTEL;Hydro;198.0;2013;;4.811;44.824
BELLEVILLE;Nuclear;2620.0;2013;;2.875;47.5103
BLAYAIS;Nuclear;3640.0;2013;;-0.6932;45.256
BLENOD 5;Gas;427.0;2013;;6.0849;48.8681
BORT;Hydro;235.0;2013;;2.4978;45.413
BOUCHAIN 7;Gas;575.0;2013;;3.3156;50.2987
BOURG les VALENCE;Hydro;180.0;2013;;4.839;45.011
BRENNILIS;Oil;304.0;2013;;-3.8706;48.3567
BROMMAT;Hydro;406.0;2013;;2.684;44.768
BUGEY;Nuclear;3580.0;2013;;5.2706;45.7973
Badecon-le-Pin;Hydro;8.0;2013;;1.6014;46.5326
Bagnères-de-Bigorre;Hydro;2.13;2013;;0.1329;42.9745
Baie-Mahault;Solar;16.98945;2013;;-61.5922;16.2516
Baigts-de-Béarn;Hydro;7.905;2013;;-0.8463;43.5244
Bailleul-sur-Thérain;Biomass;2.478;2013;;2.231;49.3852
Bais;Wind;2.3;2013;;-0.357;48.2525
Baissey;Wind;12.0;2013;;5.2494;47.7486
Balazé;Wind;10.3;2013;;-1.1828;48.1781
Bambiderstroff;Wind;12.0;2013;;6.597;49.1011
Banca;Hydro;3.78;2013;;-1.3716;43.1001
Bancairon;Hydro;50.0;2013;;7.137;44.003
Bar;Hydro;8.0;2013;;1.8153;45.3429
Bar-sur-Aube;Biomass;1.5;2013;;4.7152;48.234
Barbaste;Solar;12.42661;2013;;0.2447;44.1588
Barby;Wind;10.0;2013;;4.3157;49.5251
Barraux;Hydro;1.2;2013;;5.9806;45.4357
Barre;Wind;17.03;2013;;2.8156;43.7433
Basse-Terre;Solar;1.25858;2013;;-61.7288;16.0004
Bassens;Solar;13.5;2013;;-0.524;44.909
Bassu;Wind;11.9;2013;;4.6931;48.8343
Bastelicaccia;Solar;4.48242;2013;;8.8369;41.9357
Batilly;Solar;10.39129;2013;;5.9696;49.1765
Baudignécourt;Wind;12.0;2013;;5.4588;48.5653
Baudreville;Wind;11.5;2013;;-1.6244;49.3086
Bayonne;Biomass;3.567;2013;;-1.4662;43.4923
Bazoches-les-Gallerandes;Wind;12.0;2013;;2.0514;48.1625
Beaucaire;Wind;11.5;2013;;4.5938;43.7797
Beaucaire;Solar;3.0839;2013;;4.5938;43.7797
Beaucens;Hydro;3.014;2013;;0.0232;42.9519
Beauchamps;Wind;16.0;2013;;1.5241;50.0186
Beaudignies;Wind;8.0;2013;;3.5855;50.2293
Beaufou;Wind;12.0;2013;;-1.5247;46.8189
Beaumont;Hydro;44.0;2013;;5.753;43.735
Beaumont-de-Lomagne;Solar;2.34397;2013;;1.0102;43.8772
Beaurevoir;Wind;18.0;2013;;3.3295;49.9967
Beausemblant;Wind;12.0;2013;;4.84;45.2123
Beausite;Wind;12.0;2013;;5.2126;48.9673
Beauval;Wind;7.5;2013;;2.3287;50.1082
Beauvilliers;Wind;11.5;2013;;1.6548;48.3004
Beauvoir;Hydro;39.0;2013;;5.319;45.121
Bellac;Solar;9.0;2013;;1.0383;46.0975
Bellegarde;Solar;6.75421;2013;;4.4959;43.7515
Belloc-Saint-Clamens;Solar;1.0357;2013;;0.4372;43.4573
Belvesol 4+5;Solar;11.0;2013;;4.374;44.102
Belvézet;Solar;20.12174;2013;;4.3556;44.0908
Benagues;Hydro;2.49;2013;;1.6098;43.0775
Benet;Biomass;2.126;2013;;-0.6137;46.3692
Benet;Wind;22.0;2013;;-0.6137;46.3692
Benet;Solar;1.45682;2013;;-0.6137;46.3692
Benoîtville;Solar;2.54737;2013;;-1.7763;49.5287
Berdoues;Solar;1.6426;2013;;0.3999;43.472
Bergerac;Hydro;1.4;2013;;0.4864;44.8542
Bernay-Saint-Martin;Wind;12.0;2013;;-0.6259;46.0663
Bertignolles;Wind;6.2;2013;;4.5125;48.1367
Besançon;Solar;1.65554;2013;;6.0193;47.2551
Bessan;Solar;8.12373;2013;;3.4159;43.3574
Besse-sur-Issole;Solar;13.9;2013;;6.155;43.311
Bessens;Solar;6.0;2013;;1.289;43.885
Besset;Solar;3.00144;2013;;1.8467;43.0723
Bessières;Hydro;4.6;2013;;1.5859;43.797
Bessède-de-Sault;Hydro;12.4;2013;;2.1372;42.7854
Bessèges;Solar;1.75148;2013;;4.1067;44.2902
Beuveille;Wind;8.0;2013;;5.6758;49.4359
Beuvraignes;Wind;10.0;2013;;2.7757;49.6388
Beuzec-Cap-Sizun;Wind;1.5;2013;;-4.5071;48.0717
Beynat;Solar;1.78912;2013;;1.7293;45.1312
Beyrède-Jumet;Hydro;9.5;2013;;0.338;42.9554
Biesles;Wind;12.0;2013;;5.2862;48.1029
Bignan;Wind;2.4;2013;;-2.7592;47.8773
Bilot;Solar;8.3;2013;;-0.925;44.192
Bimont;Biomass;1.0;2013;;1.9089;50.5409
Binas;Wind;11.9;2013;;1.4655;47.9065
Blanquefort;Solar;6.50908;2013;;-0.613;44.9234
Blaringhem;Biomass;3.193;2013;;2.4088;50.69
Blauvac;Solar;2.63036;2013;;5.2444;44.0371
Blavozy;Solar;4.00894;2013;;3.9716;45.0624
Bligny-le-Sec;Wind;8.0;2013;;4.7403;47.448
Boissières;Solar;10.0202;2013;;4.2302;43.7707
Boisville-la-Saint-Père;Wind;9.2;2013;;1.7002;48.3314
Bollène;Wind;7.5;2013;;4.7523;44.288
Bollène;Solar;8.28191;2013;;4.7523;44.288
Bonifacio;Solar;5.02432;2013;;9.1857;41.4355
Bonnac;Hydro;8.0;2013;;1.5878;43.1723
Bonnat;Solar;5.72123;2013;;1.9137;46.323
Bonnemain;Solar;2.11596;2013;;-1.7617;48.4713
Bonnet;Wind;24.0;2013;;5.41;48.5335
Bonneuil-Matours;Hydro;1.16;2013;;0.5662;46.6795
Bonneuil-Matours;Solar;1.06809;2013;;0.5662;46.6795
Bonneuil-les-Eaux;Wind;12.0;2013;;2.2435;49.6805
Bonnevaux;Hydro;2.4;2013;;6.6664;46.2948
Bonnières;Wind;19.95;2013;;2.2685;50.237
Bonvillers;Wind;11.5;2013;;2.3517;49.5854
Boos;Solar;8.46907;2013;;-0.9925;43.8928
Bordeaux;Biomass;1.253;2013;;-0.5736;44.8579
Bordeaux;Solar;14.48465;2013;;-0.5736;44.8579
Borgo;Solar;2.46147;2013;;9.4575;42.5741
Boubers-sur-Canche;Wind;8.35;2013;;2.2368;50.2909
Bougainville;Wind;22.0;2013;;2.0463;49.8646
Bouillancourt-en-Séry;Wind;9.0;2013;;1.6297;49.9602
Bouillante;Geothermal;4.5;2013;;-61.769;16.1272
Bouillargues;Solar;2.79078;2013;;4.4349;43.8019
Bouin;Wind;19.5;2013;;-2.0045;46.9811
Boulay-Moselle;Wind;30.5;2013;;6.5191;49.1803
Bouloc;Solar;10.3181;2013;;1.4181;43.7956
Bouluc de Fabre;Solar;12.0;2013;;-1.033;44.412
Bourbriac;Wind;10.0;2013;;-3.1996;48.4661
Bourg-de-Sirod;Hydro;5.277;2013;;5.9553;46.7304
Bourg-et-Comin;Hydro;2.52;2013;;3.6594;49.4027
Bourgbarré;Solar;2.74268;2013;;-1.6222;47.9887
Bourges;Solar;1.62153;2013;;2.4049;47.0747
Bourgneuf-en-Mauges;Solar;3.67395;2013;;-0.8592;47.3087
Bourgneuf-en-Retz;Wind;12.0;2013;;-1.9261;47.0379
Bourgoin-Jallieu;Biomass;14.6;2013;;5.2738;45.6027
Bourogne;Biomass;8.862;2013;;6.9062;47.5647
Bourthes;Wind;20.7;2013;;1.9343;50.6125
Bousbach;Wind;8.0;2013;;6.9463;49.145
Boussac;Solar;1.21546;2013;;2.3771;44.2959
Bout-du-Pont-de-Larn;Solar;1.80056;2013;;2.4292;43.5017
Boutavent;Wind;2.4;2013;;1.7525;49.6384
Bouvante;Hydro;9.8;2013;;5.3043;44.9354
Boves;Biomass;1.903;2013;;2.3826;49.8414
Bovée-sur-Barboure;Wind;12.0;2013;;5.5094;48.6371
Bozel;Hydro;9.5;2013;;6.651;45.4623
Bozouls;Solar;3.31605;2013;;2.7086;44.4676
Boé;Solar;5.48997;2013;;0.6463;44.1702
Brach;Solar;11.6;2013;;-0.943;45.048
Brachy;Wind;12.0;2013;;0.9491;49.8161
Brailly-Cornehotte;Wind;11.5;2013;;1.9579;50.2242
Braize 1;Solar;11.3;2013;;2.641;46.685
Braize 2;Solar;7.1;2013;;2.629;46.677
Bram;Solar;2.53042;2013;;2.1107;43.2512
Bras-Panon;Solar;1.73315;2013;;55.6196;-21.023
Brassac;Hydro;4.1;2013;;2.5118;43.612
Brassemonte;Solar;12.0;2013;;-0.9231;44.9113
Bregnier-Cordon;Hydro;70.0;2013;;5.605;45.654
Brem-sur-Mer;Wind;4.25;2013;;-1.8116;46.6118
Brens-Virigin;Hydro;90.0;2013;;5.698;45.725
Bressols;Solar;1.31155;2013;;1.3163;43.9543
Bressuire;Wind;15.65;2013;;-0.4796;46.8545
Bressuire;Solar;1.35798;2013;;-0.4796;46.8545
Breteuil;Wind;12.0;2013;;2.2921;49.634
Breuvannes-en-Bassigny;Solar;2.41787;2013;;5.6091;48.0857
Briançon;Hydro;10.875;2013;;6.649;44.8996
Brides-les-Bains;Hydro;1.0;2013;;6.5694;45.4541
Briec;Solar;1.50312;2013;;-4.0204;48.0938
Brignoles;Solar;7.7983;2013;;6.0766;43.3993
Brillanne I & II;Hydro;30.0;2013;;5.925;43.921
Brion;Solar;1.1074;2013;;-0.1438;47.4394
Brissy-Hamégicourt;Wind;6.0;2013;;3.4004;49.7429
Brive-la-Gaillarde;Solar;1.70945;2013;;1.519;45.1434
Brognon;Solar;2.18806;2013;;5.1683;47.4109
Broquiès;Wind;1.7;2013;;2.7069;44.0179
Brousse-le-Château;Hydro;2.3;2013;;2.6383;44.0062
Bruniquel;Hydro;1.061;2013;;1.66;44.0521
Brusque;Wind;15.6;2013;;2.9482;43.7645
Bujaleuf;Hydro;12.8;2013;;1.6312;45.7924
Bussière-Saint-Georges;Wind;17.0;2013;;2.1546;46.4018
Buzet-sur-Baïse;Solar;2.39869;2013;;0.3014;44.2536
Buzy;Hydro;9.8;2013;;-0.4466;43.1411
Béconnais;Solar;11.1;2013;;-0.936;44.179
Bédarieux;Solar;8.11368;2013;;3.1664;43.6127
Bénac;Biomass;1.67;2013;;0.0292;43.1526
Bétheniville;Solar;5.3238;2013;;4.3637;49.2925
Béziers;Solar;18.39573;2013;;3.2308;43.3476
CADEROUSSE;Hydro;156.0;2013;;4.724;44.096
CATTENOM;Nuclear;5200.0;2013;;6.2169;49.416
CHASTANG;Hydro;293.0;2013;;2.01;45.151
CHEYLAS;Hydro;485.0;2013;;6.0021;45.3846
CHINON;Nuclear;3620.0;2013;;0.1656;47.2254
CHOOZ;Nuclear;3000.0;2013;;4.7894;50.09
CIVAUX;Nuclear;2990.0;2013;;0.6548;46.4563
COCHE;Hydro;320.0;2013;;6.535;45.482
COMBE D'AVRIEUX;Hydro;123.0;2013;;6.712;45.215
COMBIGOLFE;Gas;425.0;2013;;4.8676;43.4072
CORDEMAIS;Oil;1370.0;2013;;-1.8767;47.2754
CORDEMAIS 4;Coal;1160.0;2013;;-1.8779;47.2756
COUESQUE;Hydro;119.0;2013;;2.585;44.696
CRUAS;Nuclear;3660.0;2013;;4.7546;44.6325
CURBANS;Hydro;139.0;2013;;6.0616;44.4476
Cabasse;Solar;12.0952;2013;;6.2324;43.427
Cabrespine;Hydro;1.11;2013;;2.4714;43.3763
Cabrespine;Wind;10.4;2013;;2.4714;43.3763
Cagnac-les-Mines;Solar;10.0;2013;;2.128;43.987
Caissargues;Solar;1.48317;2013;;4.3955;43.7921
Caix;Wind;12.0;2013;;2.6453;49.8105
Cajarc;Hydro;8.5;2013;;1.8384;44.4939
Calais;Biomass;1.043;2013;;1.8759;50.9501
Calce;Biomass;22.485;2013;;2.7564;42.748
Calenzana;Wind;6.0;2013;;8.8041;42.4783
Calenzana;Solar;2.41418;2013;;8.8041;42.4783
Callengeville;Wind;24.5;2013;;1.5219;49.8242
Callian;Solar;7.65871;2013;;6.757;43.6129
Calmont;Solar;12.40834;2013;;1.6265;43.2844
Camarès;Solar;1.10583;2013;;2.885;43.8188
Cambernon;Wind;9.2;2013;;-1.3806;49.0869
Cambon-et-Salvergues;Wind;29.9;2013;;2.8782;43.6536
Cambrai LFYG 1;Solar;9.9;2013;;3.267;50.125
Campan;Hydro;9.91;2013;;0.2164;42.9617
Campbon;Wind;12.0;2013;;-1.967;47.416
Campigny;Wind;10.0;2013;;0.5617;49.3183
Camplong;Wind;2.7;2013;;3.1118;43.6889
Campénéac;Wind;12.0;2013;;-2.2778;47.9624
Canadel;Solar;10.4;2013;;6.477;43.165
Cancon;Solar;1.24605;2013;;0.628;44.5473
Candas;Wind;10.0;2013;;2.2811;50.0992
Canet;Wind;11.5;2013;;2.8311;43.2264
Cannes;Solar;1.23791;2013;;7.0029;43.5528
Cap Découverte;Solar;19.7;2013;;2.135;44.015
Cap Découverte 4;Solar;5.0;2013;;2.135;44.015
Capdenac;Hydro;5.3;2013;;2.066;44.5849
Capesterre-Belle-Eau;Solar;1.27675;2013;;-61.6119;16.0551
Capesterre-de-Marie-Galante;Solar;2.1148;2013;;-61.2297;15.9202
Carcassonne;Solar;4.6742;2013;;2.3438;43.2094
Carcen-Ponson;Solar;8.36035;2013;;-0.8189;43.8718
Cargiaca;Hydro;3.49;2013;;9.0412;41.7322
Carmaux;Solar;4.5;2013;;2.131;44.0234
Carpentras;Solar;2.55333;2013;;5.0613;44.0592
Carros;Solar;1.96535;2013;;7.1841;43.7849
Cast;Wind;10.0;2013;;-4.1185;48.1489
Castanet-le-Haut;Wind;13.8;2013;;2.9543;43.6735
Casteljaloux;Solar;4.72798;2013;;0.0844;44.3116
Castellane;Hydro;1.3;2013;;6.4904;43.845
Castelnau-Lassouts;Hydro;42.0;2013;;2.874;44.505
Castelnau-Pégayrols;Wind;30.81;2013;;2.9008;44.1659
Castelnau-d'Estrétefonds;Solar;13.60385;2013;;1.3621;43.7942
Castelnau-le-Lez;Solar;1.46684;2013;;3.9124;43.6378
Castelnaudary;Solar;2.48707;2013;;1.9603;43.3231
Castet;Hydro;1.62;2013;;-0.3726;43.0546
Castets;Solar;25.05259;2013;;-1.145;43.8743
Castifao;Solar;2.7394;2013;;9.1193;42.526
Castillon;Hydro;68.0;2013;;6.538;43.878
Castillon-de-Saint-Martory;Hydro;1.9;2013;;0.851;43.1371
Castillon-en-Couserans;Hydro;13.29;2013;;1.0552;42.9166
Castirla;Hydro;54.5;2013;;9.134;42.38
Castres;Solar;3.15121;2013;;2.2382;43.6156
Castres;Hydro;1.315;2013;;2.2382;43.6156
Caudebronde;Wind;4.0;2013;;2.3031;43.388
Caudos 3;Solar;12.0;2013;;-0.979;44.539
Caulières;Wind;17.5;2013;;1.8994;49.7864
Caurel;Wind;4.25;2013;;-3.0396;48.2173
Caussade;Solar;2.62577;2013;;1.5439;44.157
Caussade;Hydro;2.218;2013;;1.5439;44.157
Causse-de-la-Selle;Hydro;3.0;2013;;3.6295;43.7932
Cavaillon;Solar;8.76409;2013;;5.0356;43.8506
Cayenne;Solar;2.67186;2013;;-52.5194;5.0311
Celles-sur-Belle;Wind;9.4;2013;;-0.218;46.2404
Cenon;Biomass;4.268;2013;;-0.5215;44.8544
Cerisières;Wind;8.0;2013;;5.0777;48.3086
Cernay;Solar;6.13497;2013;;7.1793;47.7948
Cernon;Wind;28.9;2013;;4.3626;48.8462
Cestas;Solar;301.36417;2013;;-0.815;44.7242
Chagny;Biomass;1.165;2013;;4.7747;46.8989
Chaillac;Solar;4.70039;2013;;1.2916;46.4259
Challans;Solar;1.19364;2013;;-1.8397;46.8356
Chalmoux;Solar;10.0;2013;;3.86;46.616
Chambonchard;Wind;12.0;2013;;2.5411;46.161
Chambonchard;Solar;1.08146;2013;;2.5411;46.161
Chambéry;Solar;1.29659;2013;;5.9088;45.5837
Chambéry;Biomass;10.336;2013;;5.9088;45.5837
Champagné-les-Marais;Solar;1.18709;2013;;-1.1337;46.3739
Champdeniers-Saint-Denis;Wind;9.0;2013;;-0.3827;46.4799
Champfleury;Wind;36.0;2013;;4.0391;48.6299
Champlin;Wind;27.5;2013;;4.2979;49.832
Champsanglard;Hydro;6.3;2013;;1.8891;46.2801
Champteussé-sur-Baconne;Biomass;1.902;2013;;-0.6537;47.67
Champéon;Wind;4.6;2013;;-0.5127;48.3561
Chanceaux-près-Loches;Biomass;1.021;2013;;0.9398;47.1413
Changé;Biomass;9.0;2013;;-0.7997;48.1077
Chantonnay;Solar;1.30214;2013;;-1.0443;46.6691
Chantrigné;Wind;9.2;2013;;-0.5606;48.4126
Chapelle-Vallon;Wind;24.0;2013;;4.0424;48.4344
Charleval;Solar;6.45692;2013;;5.2453;43.7211
Charly-sur-Marne;Wind;22.0;2013;;3.2921;48.9872
Charmes;Hydro;1.5009;2013;;6.3186;48.3849
Charmont-en-Beauce;Wind;30.0;2013;;2.1458;48.2232
Charmont-sous-Barbuise;Wind;24.0;2013;;4.1812;48.4155
Charritte-de-Bas;Hydro;9.4;2013;;-0.897;43.2951
Charroux;Solar;1.36303;2013;;0.4155;46.1399
Chartrettes;Hydro;3.0;2013;;2.7131;48.4943
Chasseneuil-sur-Bonnieure;Solar;1.02277;2013;;0.4415;45.8244
Chastel-Nouvel;Wind;12.0;2013;;3.4925;44.5707
Chatuzange-le-Goubet;Biomass;3.915;2013;;5.0967;45.0113
Chatuzange-le-Goubet;Solar;1.02274;2013;;5.0967;45.0113
Chauché;Solar;1.10474;2013;;-1.2713;46.8283
Chaudanne;Hydro;24.3;2013;;6.544;43.848
Chaudeyrac;Wind;1.7;2013;;3.7513;44.6418
Chaumont;Biomass;4.2;2013;;5.1399;48.0976
Chautagne;Hydro;90.0;2013;;5.811;45.879
Chauvé;Wind;12.0;2013;;-2.0118;47.1586
Chelers;Wind;18.0;2013;;2.4878;50.3818
Chemillé-Melay;Solar;1.62249;2013;;-0.7242;47.213
Chermisey;Wind;8.0;2013;;5.5678;48.4149
Chervey;Wind;12.5;2013;;4.4899;48.1346
Chevalet;Solar;5.5;2013;;5.733;44.512
Chevenoz;Hydro;1.77;2013;;6.6413;46.3327
Chicheboville;Wind;12.0;2013;;-0.2198;49.1052
Cholet;Solar;1.47341;2013;;-0.8771;47.0458
Château Solar III;Solar;8.7;2013;;5.841;43.541
Château-Arnoux-Saint-Auban;Solar;9.8;2013;;5.9996;44.0586
Château-Chinon (Campagne);Hydro;6.26;2013;;3.9403;47.0563
Château-Guibert;Hydro;1.6;2013;;-1.2548;46.5743
Château-Porcien;Wind;10.0;2013;;4.2472;49.5342
Châteaulin;Wind;10.0;2013;;-4.0733;48.2033
Châteaurenard;Solar;7.0;2013;;4.866;43.902
Châteaurenard;Solar;1.31564;2013;;4.8399;43.8819
Châtel-Montagne;Hydro;8.8;2013;;3.7168;46.1002
Châtellerault;Hydro;2.4;2013;;0.5526;46.8153
Châtellerault;Solar;1.15396;2013;;0.5526;46.8153
Châtelus-le-Marcheix;Hydro;10.236;2013;;1.6256;46.0068
Châtres;Wind;7.5;2013;;3.8369;48.4929
Chépy;Wind;4.4;2013;;1.6426;50.0636
Chéry;Wind;13.9;2013;;2.0261;47.1159
Chézery-Forens;Hydro;1.4;2013;;5.8722;46.2225
Chézy;Biomass;1.2;2013;;3.459;46.6124
Cierp-Gaud;Hydro;11.0;2013;;0.6341;42.9129
Civray;Wind;20.0;2013;;2.1855;46.9733
Cize Bolozon;Hydro;23.0;2013;;5.465;46.211
Clairac;Hydro;1.5;2013;;0.3866;44.3711
Clamanges;Wind;10.02;2013;;4.0833;48.8298
Clamart;Solar;1.02378;2013;;2.2541;48.7968
Clamecy;Wind;12.336;2013;;3.511;47.4613
Clermont-Ferrand;Solar;4.90851;2013;;3.1156;45.7859
Clermont-Ferrand;Biomass;18.62;2013;;3.1156;45.7859
Clermont-l'Hérault;Solar;1.50592;2013;;3.4128;43.634
Clisson;Solar;1.24823;2013;;-1.2715;47.097
Clitourps;Wind;3.3;2013;;-1.3719;49.6513
Cléon;Solar;4.926;2013;;1.0397;49.3158
Clérac;Biomass;1.2;2013;;-0.2346;45.171
Cocquerel;Wind;12.0;2013;;1.9604;50.0554
Coiselet;Hydro;41.0;2013;;5.592;46.294
Collorec;Wind;8.4;2013;;-3.7716;48.2915
