name;primary_fuel;capacity_mw;Year;Generation_GWh;longitude;latitude
Lacuje;Solar;9.0;2014;;;
Ladinhac;Solar;1.0015;2014;;;
Lafitte-sur-Lot;Solar;7.97865;2014;;;
Lafresguimont-Saint-Martin;Wind;12.0;2014;;;
Laguiole;Hydro;9.5;2014;;;
Laguiole;Solar;2.11392;2014;;;
Lagune de Toret;Solar;22.0;2014;;;
Laissac;Solar;1.8917;2014;;;
Laluque;Solar;3.84398;2014;;;
Lamagistere;Solar;5.0;2014;;;
Lamanon;Hydro;1.6;2014;;;
Lamballe;Wind;9.2;2014;;;
Lamentin;Solar;1.93806;2014;;;
Lamontélarié;Wind;12.0;2014;;;
Lanas;Solar;1.0328;2014;;;
Lanau;Hydro;21.0;2014;;;
Landroff;Wind;16.0;2014;;;
Landry;Hydro;4.3;2014;;;
Laneuville-au-Rupt;Wind;11.5;2014;;;
Lanfains;Wind;7.5;2014;;;
Langelé;Solar;12.0;2014;;;
Langogne;Hydro;8.0;2014;;;
Langoëlan;Wind;2.0;2014;;;
Lannion;Solar;3.09362;2014;;;
Lannoy-Cuillère;Wind;12.0;2014;;;
Lanobre;Hydro;11.1;2014;;;
Lanouée;Wind;8.0;2014;;;
Lanques-sur-Rognon;Wind;10.0;2014;;;
Lanrivain;Wind;8.5;2014;;;
Lanrivoaré;Wind;5.3;2014;;;
Lansargues;Solar;1.65026;2014;;;
Lantosque;Hydro;7.6;2014;;;
Lapouyade;Biomass;8.74;2014;;;
Laprugne;Wind;16.08;2014;;;
Lardy;Hydro;45.0;2014;;;
Largentière;Solar;12.18548;2014;;;
Laroquebrou;Hydro;2.8;2014;;;
Larrau;Hydro;10.673;2014;;;
Laruns;Hydro;19.739;2014;;;
Laruscade;Solar;3.6342;2014;;;
Lassay-les-Châteaux;Wind;6.9;2014;;;
Lasse;Biomass;9.19;2014;;;
Lathus-Saint-Rémy;Solar;1.22979;2014;;;
Latouille-Lentillac;Hydro;2.155;2014;;;
Latour-Bas-Elne;Solar;1.33221;2014;;;
Lattes;Biomass;1.954;2014;;;
Lattes;Solar;1.56172;2014;;;
Laucourt;Wind;10.0;2014;;;
Laudun-l'Ardoise;Solar;1.8108;2014;;;
Lautrec;Solar;1.34368;2014;;;
Lauwin-Planque;Wind;12.0;2014;;;
Lauzach;Wind;10.0;2014;;;
Lauzières;Solar;5.0;2014;;;
Lavabreille;Solar;8.0;2014;;;
Laval;Hydro;3.96;2014;;;
Laval-de-Cère;Hydro;5.1;2014;;;
Lavallée;Wind;4.0;2014;;;
Lavansol M17;Solar;6.0;2014;;;
Lavaur;Biomass;1.021;2014;;;
Lavaur;Solar;2.648;2014;;;
Lavelanet;Solar;2.83006;2014;;;
Lavernose;Solar;4.6;2014;;;
Lavilledieu;Solar;3.91288;2014;;;
Lavours;Hydro;4.95;2014;;;
Le Barp;Solar;11.83773;2014;;;
Le Bernard;Wind;12.65;2014;;;
Le Bocage;Solar;5.0;2014;;;
Le Bosc;Solar;1.10604;2014;;;
Le Bosc;Solar;9.1;2014;;;
Le Boulou;Solar;8.0331;2014;;;
Le Bourg-d'Hem;Hydro;13.7;2014;;;
Le Bousquet-d'Orb;Hydro;1.67;2014;;;
Le Bétout;Solar;12.0;2014;;;
Le Cailar;Solar;4.1;2014;;;
Le Cannet-des-Maures;Hydro;2.8;2014;;;
Le Castellet;Solar;12.18681;2014;;;
Le Castellet II;Solar;4.1;2014;;;
Le Crès;Solar;1.06237;2014;;;
Le Fousseret;Solar;1.03666;2014;;;
Le Garric;Solar;9.0;2014;;;
Le Gartiou;Solar;8.7;2014;;;
Le Ham;Wind;6.0;2014;;;
Le Haut-Corlay;Wind;9.0;2014;;;
Le Havre;Solar;11.65028;2014;;;
Le Lamentin;Solar;15.02184;2014;;;
Le Landreau;Wind;9.2;2014;;;
Le Langon;Wind;6.23;2014;;;
Le Lauzet-Ubaye;Solar;2.5;2014;;;
Le Loroux-Bottereau;Solar;1.02061;2014;;;
Le Lorrain;Solar;3.95299;2014;;;
Le Mans;Biomass;14.375;2014;;;
Le Margnès;Wind;15.1;2014;;;
Le Marin;Solar;1.18115;2014;;;
Le Meix-Tiercelin;Wind;10.0;2014;;;
Le Mesnil-Opac;Wind;2.3;2014;;;
Le Morne-Rouge;Solar;1.25036;2014;;;
Le Moule;Solar;9.88531;2014;;;
Le Mouruen;Solar;7.0;2014;;;
Le Muy;Solar;1.79318;2014;;;
Le Nayrac;Solar;1.57904;2014;;;
Le Palais-sur-Vienne;Hydro;2.2;2014;;;
Le Passage;Solar;1.84184;2014;;;
Le Plessis-Gassot;Biomass;17.6;2014;;;
Le Poiré-sur-Vie;Solar;1.98756;2014;;;
Le Pontet;Solar;3.56292;2014;;;
Le Port;Solar;19.97097;2014;;;
Le Portel;Wind;3.0;2014;;;
Le Pouzin;Solar;4.15439;2014;;;
Le Pouzin;Wind;4.6;2014;;;
Le Robert;Solar;4.19509;2014;;;
Le Rochereau;Wind;6.68;2014;;;
Le Soler;Solar;15.0;2014;;;
Le Souich;Wind;12.0;2014;;;
Le Tampon;Solar;6.3448;2014;;;
Le Tech;Hydro;8.7;2014;;;
Le Teil;Solar;1.04414;2014;;;
Le Thor;Solar;1.40459;2014;;;
Le Thour;Wind;24.0;2014;;;
Le Transloy;Wind;15.0;2014;;;
Le Travet;Hydro;1.25;2014;;;
Le Tuzan;Solar;5.06688;2014;;;
Le Val-d'Esnoms;Wind;28.0;2014;;;
Le Vauclin;Wind;1.1;2014;;;
Le Vigeant;Solar;4.02092;2014;;;
Le Vigeant;Biomass;2.8;2014;;;
Lectoure;Solar;1.82597;2014;;;
Leffincourt;Wind;20.0;2014;;;
Legé;Solar;1.29338;2014;;;
Lehaucourt;Wind;20.0;2014;;;
Les Abymes;Solar;2.78197;2014;;;
Les Arcs;Solar;1.76117;2014;;;
Les Brandes;Solar;8.3;2014;;;
Les Brouzils;Solar;1.14824;2014;;;
Les Cedres;Solar;9.0;2014;;;
Les Cigalettes;Solar;10.0;2014;;;
Les Clérimois;Wind;8.0;2014;;;
Les Essarts-le-Vicomte;Wind;12.3;2014;;;
Les Fougerêts;Wind;12.0;2014;;;
Les Grandes-Chapelles;Wind;36.3;2014;;;
Les Herbiers;Solar;3.35788;2014;;;
Les Mées;Solar;95.31534;2014;;;
Les Mées I;Solar;30.9;2014;;;
Les Mées II;Solar;12.4;2014;;;
Les Mées III;Solar;13.0;2014;;;
Les Nouillers;Wind;10.0;2014;;;
Les Pennes-Mirabeau;Solar;5.5993;2014;;;
Les Pennes-Mirabeau;Biomass;3.38;2014;;;
Les Rosiers-sur-Loire;Solar;1.43146;2014;;;
Les Salles-du-Gardon;Solar;1.00215;2014;;;
Les Sièges;Wind;8.0;2014;;;
Lescar;Biomass;5.85;2014;;;
Lescure-Jaoul;Hydro;1.2;2014;;;
Lesménils;Biomass;1.008;2014;;;
Lesterps;Wind;8.0;2014;;;
Lestrade-et-Thouels;Wind;12.0;2014;;;
Levoncourt;Wind;4.0;2014;;;
Lewarde;Biomass;3.35;2014;;;
Lezay;Solar;2.16003;2014;;;
Lhospitalet;Solar;7.60084;2014;;;
Lhuître;Wind;24.0;2014;;;
Libourne;Solar;1.15303;2014;;;
Licq-Atherey;Hydro;27.4;2014;;;
Licq-Athérey;Hydro;15.909;2014;;;
Ligny-Saint-Flochel;Wind;11.5;2014;;;
Ligny-sur-Canche;Wind;8.0;2014;;;
Lihons;Wind;12.0;2014;;;
Lihus;Wind;24.0;2014;;;
Lille;Solar;1.09629;2014;;;
Limoges;Solar;1.82917;2014;;;
Limoges;Biomass;1.5;2014;;;
Limoux;Hydro;1.16;2014;;;
Linghem;Wind;9.2;2014;;;
Liniez;Wind;15.0;2014;;;
Lisle-sur-Tarn;Solar;1.32133;2014;;;
Lislet;Wind;10.85;2014;;;
Litz;Wind;4.0;2014;;;
Livet-et-Gavet;Hydro;15.9;2014;;;
Livinhac-le-Haut;Hydro;8.1;2014;;;
Livron-sur-Drôme;Solar;1.31043;2014;;;
Livry-Louvercy;Solar;1.31952;2014;;;
Lizeray;Wind;8.0;2014;;;
Lodes;Solar;1.01705;2014;;;
Lohuec;Wind;9.35;2014;;;
Longeville-sur-Mer;Wind;12.35;2014;;;
Longueville-sur-Aube;Wind;24.8;2014;;;
Longué-Jumelles;Solar;1.04235;2014;;;
Lons;Solar;4.51518;2014;;;
Lons-le-Saunier;Biomass;1.0;2014;;;
Loon-Plage;Wind;12.0;2014;;;
Loriol-sur-Drôme;Solar;2.37495;2014;;;
Losse;Solar;67.64936;2014;;;
Lot;Hydro;28.6;2014;;;
Louchats;Solar;12.0;2014;;;
Loudenvielle;Hydro;7.7;2014;;;
Lourdes;Hydro;1.2;2014;;;
Lourdios-Ichère;Hydro;1.105;2014;;;
Louron;Hydro;49.3;2014;;;
Louville-la-Chenard;Wind;36.0;2014;;;
Louvilliers-lès-Perche;Solar;12.00559;2014;;;
Louzy;Biomass;2.126;2014;;;
Louzy;Solar;8.78178;2014;;;
Luc-la-Primaube;Solar;1.99701;2014;;;
Luc-sur-Orbieu;Wind;27.5;2014;;;
Lucet;Solar;12.0;2014;;;
Lugo Di Nazza;Hydro;39.0;2014;;;
Lugos;Solar;12.0;2014;;;
Lunel;Solar;2.44587;2014;;;
Lunel-Viel;Solar;1.86909;2014;;;
Lury-sur-Arnon;Solar;1.31091;2014;;;
Lusignan;Wind;6.33;2014;;;
Lusigny-sur-Barse;Hydro;4.4;2014;;;
Lussat;Solar;1.56883;2014;;;
Luxey;Solar;8.5;2014;;;
Luz-Saint-Sauveur;Hydro;3.071;2014;;;
Luzenac;Hydro;2.06;2014;;;
Luçon;Solar;1.23287;2014;;;
Lévigny;Wind;10.0;2014;;;
Lézignan-Corbières;Solar;1.65223;2014;;;
Lüe;Solar;34.7483;2014;;;
MALGOVERT;Hydro;297.0;2014;;;
MARCKOLSHEIM;Hydro;156.2;2014;;;
MAREGES;Hydro;150.0;2014;;;
MARTIGUES PONTEAU;Gas;930.0;2014;;;
MONTELIMAR;Hydro;295.0;2014;;;
MONTEYNARD;Hydro;366.0;2014;;;
MONTEZIC;Hydro;910.0;2014;;;
MONTPEZAT;Hydro;131.8;2014;;;
Machecoul;Solar;7.12448;2014;;;
Maché;Wind;8.0;2014;;;
Macouba;Solar;4.7;2014;;;
Macouria;Solar;5.95617;2014;;;
Magescq;Solar;11.54946;2014;;;
Magnien;Solar;1.13625;2014;;;
Magoar;Wind;5.6;2014;;;
Mahalon;Wind;6.0;2014;;;
Maillebois;Solar;24.0446;2014;;;
Mainvilliers;Biomass;8.7;2014;;;
Maisnières;Wind;24.0;2014;;;
Maisons-en-Champagne;Wind;16.0;2014;;;
Maizières;Wind;12.0;2014;;;
Malijai;Solar;1.40104;2014;;;
Malissard;Solar;1.78491;2014;;;
Mamoudzou;Solar;6.46794;2014;;;
Mana;Solar;1.3184;2014;;;
Mana;Hydro;4.48;2014;;;
Mancioux;Hydro;1.8;2014;;;
Manduel;Solar;2.24909;2014;;;
Mangassaye;Solar;5.1;2014;;;
Manneville-ès-Plains;Wind;13.8;2014;;;
Manosque;Solar;7.30685;2014;;;
Manosque-Voix;Hydro;55.0;2014;;;
Marcellois;Wind;10.8;2014;;;
Marcillac;Hydro;30.0;2014;;;
Marcillat-en-Combraille;Solar;1.82814;2014;;;
Mareuil-sur-Arnon;Wind;24.0;2014;;;
Margueray;Wind;10.0;2014;;;
Marguerittes;Solar;1.98785;2014;;;
Marignane;Solar;3.19216;2014;;;
Marigny;Hydro;1.1;2014;;;
Marmande;Solar;1.2046;2014;;;
Marmanhac;Solar;12.13773;2014;;;
Marquette-lez-Lille;Biomass;1.25;2014;;;
Marsangis;Wind;10.0;2014;;;
Marsanne;Solar;1.03724;2014;;;
Marsanne;Wind;16.0;2014;;;
Marson-sur-Barboure;Wind;12.3;2014;;;
Martigues;Solar;1.72011;2014;;;
Massangis;Solar;56.03591;2014;;;
Massingy-lès-Vitteaux;Wind;10.8;2014;;;
Mathay;Hydro;1.7;2014;;;
Matoury;Solar;9.25825;2014;;;
Maubeuge;Solar;11.91246;2014;;;
Mauguio;Solar;2.19399;2014;;;
Mauléon;Wind;8.0;2014;;;
Maure-de-Bretagne;Wind;8.4;2014;;;
Mauron;Wind;10.0;2014;;;
Maxent;Wind;6.0;2014;;;
Mazamet;Hydro;3.317;2014;;;
Mazaugues;Solar;4.5;2014;;;
Mazeray;Wind;12.0;2014;;;
Mazet;Hydro;56.0;2014;;;
Mazoires;Wind;4.8;2014;;;
Mazères;Solar;1.29381;2014;;;
Maël-Pestivien;Wind;6.0;2014;;;
Mda Mill;Biomass;11.2;2014;;;
Meilhards;Solar;1.24008;2014;;;
Melve;Solar;5.0;2014;;;
Menaucourt;Wind;12.0;2014;;;
Menomblet;Solar;1.17687;2014;;;
Mercoeur;Wind;7.5;2014;;;
Mercuès;Hydro;1.96;2014;;;
Mergey;Wind;12.0;2014;;;
Meria;Solar;4.4968;2014;;;
Merry-Sec;Wind;10.0;2014;;;
Mervent;Hydro;1.472;2014;;;
Merville;Solar;1.68956;2014;;;
Metz;Hydro;4.0;2014;;;
Metz;Solar;1.31472;2014;;;
Meyras;Hydro;3.9;2014;;;
Meyreuil;Solar;1.13085;2014;;;
Meyzieu;Solar;1.01436;2014;;;
Migé;Wind;10.25;2014;;;
Millac;Hydro;14.1;2014;;;
Millencourt-en-Ponthieu;Solar;1.48293;2014;;;
Mios;Solar;19.285;2014;;;
Miradoux;Solar;8.01482;2014;;;
Miramas;Solar;1.26438;2014;;;
Miramont-de-Comminges;Hydro;4.7;2014;;;
Mirande;Solar;15.65343;2014;;;
Mirandol-Bourgnounac;Hydro;4.4;2014;;;
Mirepeix;Hydro;1.4;2014;;;
Miribel-Lanchâtre;Hydro;1.2;2014;;;
Mison;Solar;2.55458;2014;;;
Mizoën;Hydro;5.38;2014;;;
Mohon;Wind;12.0;2014;;;
Moisy;Wind;23.65;2014;;;
Molain;Wind;9.0;2014;;;
Molinons;Wind;10.0;2014;;;
Momerstroff;Wind;11.5;2014;;;
Moncale;Solar;2.3127;2014;;;
Monchel-sur-Canche;Wind;8.35;2014;;;
Monchy-Breton;Wind;9.2;2014;;;
Mont-de-Marsan;Solar;1.60674;2014;;;
Montahut;Hydro;99.0;2014;;;
Montans;Solar;2.08547;2014;;;
Montarnaud;Solar;2.46644;2014;;;
Montauban;Hydro;2.35;2014;;;
Montauban;Solar;10.79454;2014;;;
Montbazin;Wind;6.0;2014;;;
Montbray;Wind;10.0;2014;;;
Montbron;Solar;1.00209;2014;;;
Montbrun;Hydro;2.25;2014;;;
Montbéliard;Solar;1.46929;2014;;;
Montcornet;Wind;10.85;2014;;;
Montdidier;Wind;8.0;2014;;;
Montech;Solar;3.09452;2014;;;
Montech;Biomass;7.6;2014;;;
Montendre;Solar;5.77316;2014;;;
Montentoie;Solar;9.5;2014;;;
Montereau-Fault-Yonne;Biomass;6.3;2014;;;
Montereau-Fault-Yonne;Solar;1.08671;2014;;;
Montferrier;Hydro;1.585;2014;;;
Montjoyer;Wind;9.75;2014;;;
Montloué;Wind;12.6;2014;;;
Montmorillon;Solar;1.23061;2014;;;
Montoir-de-Bretagne;Solar;1.23978;2014;;;
Montpellier;Solar;5.76331;2014;;;
Montpellier;Biomass;3.666;2014;;;
Montredon-Labessonnié;Hydro;1.45;2014;;;
Montreuil-Bellay;Solar;1.31922;2014;;;
Montreuil-sur-Barse;Biomass;2.11;2014;;;
Montrozier;Solar;1.12087;2014;;;
Montsapey;Hydro;3.81;2014;;;
Montsinéry-Tonnegrande;Solar;7.0056;2014;;;
Montélimar;Solar;5.02936;2014;;;
Montéléger;Solar;8.26136;2014;;;
Morainville;Solar;1.155;2014;;;
Morbecque;Solar;1.44435;2014;;;
Morcenx;Biomass;12.0;2014;;;
Morhange;Solar;1.44583;2014;;;
Morsbach;Biomass;1.737;2014;;;
Mortella;Solar;7.0;2014;;;
Morvillers-Saint-Saturnin;Wind;12.0;2014;;;
Moréac;Wind;16.0;2014;;;
Motz;Hydro;5.8;2014;;;
Mouans-Sartoux;Solar;1.60047;2014;;;
Mouchamps;Solar;1.08299;2014;;;
Mougins;Solar;1.29918;2014;;;
Mouriez;Wind;12.0;2014;;;
Mouriès;Solar;1.00551;2014;;;
Mourjou;Solar;1.23194;2014;;;
Moussoulens;Solar;7.3;2014;;;
Moustéru;Wind;16.2;2014;;;
Mouthier-Haute-Pierre;Hydro;1.1;2014;;;
Moux Charmines;Hydro;28.0;2014;;;
Mouzeuil-Saint-Martin;Wind;8.9;2014;;;
Moyencourt-lès-Poix;Wind;11.5;2014;;;
Moûtiers;Hydro;4.5;2014;;;
Mudaison;Solar;3.2405;2014;;;
Mulhouse;Solar;2.19836;2014;;;
Munster;Hydro;1.185;2014;;;
Mur-de-Barrez;Solar;1.7034;2014;;;
Murasson;Wind;13.8;2014;;;
Murat-sur-Vèbre;Wind;59.1;2014;;;
Murles;Solar;12.0;2014;;;
Mussig;Solar;2.50211;2014;;;
Muzillac;Wind;10.02;2014;;;
Méautis;Wind;8.4;2014;;;
Méligny-le-Grand;Wind;8.0;2014;;;
Méneslies;Wind;11.15;2014;;;
Ménil-la-Horgne;Wind;10.5;2014;;;
Ménéac;Wind;6.1;2014;;;
Ménétréols-sous-Vatan;Wind;24.0;2014;;;
Méolans-Revel;Hydro;3.6;2014;;;
Mérignac;Solar;1.12675;2014;;;
Méréville;Hydro;3.196;2014;;;
Mésanger;Solar;1.07784;2014;;;
Mésanger;Wind;9.2;2014;;;
Mézos;Solar;4.39252;2014;;;
Mûriers;Solar;4.4;2014;;;
NOGENT;Nuclear;2620.0;2014;;;
Naives-Rosières;Wind;11.5;2014;;;
Nalliers;Wind;5.04;2014;;;
Nancy;Hydro;1.5;2014;;;
Nantes;Solar;2.79787;2014;;;
Nantes-en-Ratier;Hydro;7.0;2014;;;
Naours;Wind;10.0;2014;;;
Narbonne;Biomass;2.284;2014;;;
Narbonne;Solar;13.18965;2014;;;
Nelling;Wind;6.9;2014;;;
Nentilla;Hydro;97.0;2014;;;
Neuchâtel-Urtière;Wind;10.0;2014;;;
Neuilly-en-Donjon;Solar;1.34279;2014;;;
Neuville-sur-Ain;Hydro;2.63;2014;;;
Neuvy-Bouin;Wind;10.0;2014;;;
Neuvy-en-Dunois;Wind;24.0;2014;;;
Neuvéglise;Solar;1.27428;2014;;;
Nibas;Wind;24.0;2014;;;
Nice;Solar;3.78755;2014;;;
Nice;Biomass;12.992;2014;;;
Niederlauterbach;Solar;1.12474;2014;;;
Niedervisse;Wind;12.0;2014;;;
Niort;Solar;2.64268;2014;;;
Nixéville-Blercourt;Wind;12.0;2014;;;
Nohant-en-Graçay;Wind;10.0;2014;;;
Nohic;Solar;4.55335;2014;;;
Noidans-le-Ferroux;Biomass;2.75;2014;;;
Noirefontaine;Hydro;4.9;2014;;;
Noirlieu;Wind;11.9;2014;;;
Noves;Solar;1.73558;2014;;;
Noyales;Wind;12.0;2014;;;
Noyelles-sous-Lens;Biomass;8.325;2014;;;
Noyers-Saint-Martin;Wind;12.0;2014;;;
Nozay;Wind;12.0;2014;;;
Nozeroy;Hydro;1.1;2014;;;
Nurlu;Biomass;1.021;2014;;;
Nurlu;Wind;8.0;2014;;;
Nyer;Hydro;5.658;2014;;;
Néoules;Solar;24.0245;2014;;;
Névian;Wind;17.85;2014;;;
Nîmes;Solar;11.26954;2014;;;
Nîmes;Biomass;11.382;2014;;;
ORAISON;Hydro;187.0;2014;;;
OTTMARSHEIM;Hydro;156.0;2014;;;
Ocana;Hydro;42.5;2014;;;
Oinville-Saint-Liphard;Wind;20.8;2014;;;
Olargues;Hydro;6.4;2014;;;
Olette;Hydro;10.86;2014;;;
Olivese;Hydro;1.4;2014;;;
Ollières;Solar;20.80707;2014;;;
Olmo 1;Solar;4.0;2014;;;
Oloron-Sainte-Marie;Hydro;5.7;2014;;;
Omey;Wind;4.2;2014;;;
Omissy;Wind;12.0;2014;;;
Onesse-et-Laharie;Solar;4.47726;2014;;;
Onet-le-Château;Solar;4.16604;2014;;;
Oo;Hydro;30.0;2014;;;
Opoul-Périllos;Wind;10.5;2014;;;
Orange;Solar;5.48435;2014;;;
Orange;Biomass;1.0;2014;;;
Orcevaux;Wind;12.0;2014;;;
Oresmaux;Wind;12.0;2014;;;
Orgeix;Hydro;5.2;2014;;;
Orgnac-l'Aven;Solar;1.4248;2014;;;
Orgueil;Solar;8.5;2014;;;
Orlu;Hydro;88.8;2014;;;
Orléans;Biomass;12.0;2014;;;
Ornon;Hydro;1.3;2014;;;
Orthez;Hydro;1.6;2014;;;
Ortillon;Wind;35.0;2014;;;
Orvilliers-Saint-Julien;Wind;12.0;2014;;;
Ouanne;Wind;18.0;2014;;;
Oupia;Wind;8.1;2014;;;
Ouzouer-le-Marché;Wind;10.0;2014;;;
Ozon;Solar;4.4;2014;;;
PALUEL;Nuclear;5320.0;2014;;;
PASSY;Hydro;104.0;2014;;;
PENLY;Nuclear;2660.0;2014;;;
PIED DE BORNE;Hydro;109.4;2014;;;
PORCHEVILLE;Oil;2290.0;2014;;;
POUGET;Hydro;446.9;2014;;;
PRAGNERES;Hydro;189.2;2014;;;
PROVENCE 5;Coal;595.0;2014;;;
Paizay-le-Tort;Wind;12.0;2014;;;
Palasca;Solar;2.4782;2014;;;
Pamiers;Solar;2.30264;2014;;;
Pamproux;Wind;12.0;2014;;;
Pannecé;Wind;18.0;2014;;;
Pardies;Hydro;2.4;2014;;;
Passy;Hydro;3.1;2014;;;
Patay;Wind;12.0;2014;;;
Pau;Solar;4.44248;2014;;;
Pauillac;Solar;9.0412;2014;;;
Payns;Wind;20.0;2014;;;
Pellafol;Wind;3.0;2014;;;
Penin;Wind;24.0;2014;;;
Perchigat;Solar;12.0;2014;;;
Perles-et-Castelet;Hydro;2.24;2014;;;
Pernes-les-Fontaines;Solar;1.49932;2014;;;
Perpignan;Solar;25.62634;2014;;;
Perpignan Saint-Charles;Solar;8.8;2014;;;
Persac;Hydro;1.152;2014;;;
Pertain;Wind;12.3;2014;;;
Pertuis;Solar;1.34191;2014;;;
Pessac;Solar;5.71864;2014;;;
Petit-Bourg;Solar;1.2119;2014;;;
Petit-Canal;Wind;9.515;2014;;;
Petit-Canal;Solar;13.39734;2014;;;
Petit-Palais-et-Cornemps;Solar;10.23009;2014;;;
Peynier;Solar;1.00761;2014;;;
Peyrelevade;Wind;9.0;2014;;;
Peyrissac;Hydro;1.2;2014;;;
Philondenx;Solar;2.76294;2014;;;
Pia;Solar;1.62849;2014;;;
Pierre Benite;Hydro;84.0;2014;;;
Pierrelatte;Biomass;12.0;2014;;;
Pierrelatte;Solar;9.15505;2014;;;
Pinet;Hydro;66.5;2014;;;
Pissos;Solar;8.54599;2014;;;
Pithiviers;Biomass;4.97;2014;;;
Pithiviers-le-Vieil;Wind;10.0;2014;;;
Plaisance-du-Touch;Solar;2.62341;2014;;;
Plateau De L'Arnet;Solar;11.5;2014;;;
Plessé;Solar;1.17782;2014;;;
Plestan;Wind;14.0;2014;;;
Pleugriffet;Wind;10.0;2014;;;
Pleyber-Christ;Wind;8.1;2014;;;
Plogastel-Saint-Germain;Wind;9.2;2014;;;
Plomodiern;Wind;12.0;2014;;;
Plouarzel;Wind;3.4;2014;;;
Plouasne;Hydro;5.0;2014;;;
Ploudalmézeau;Wind;9.1;2014;;;
Ploufragan;Solar;1.1005;2014;;;
Plougras;Wind;6.0;2014;;;
Plouguin;Wind;23.29;2014;;;
Plouigneau;Wind;10.0;2014;;;
Plouisy;Wind;6.8;2014;;;
Ploumoguer;Wind;5.7;2014;;;
Plounévez-Quintin;Wind;2.0;2014;;;
Plourin;Wind;3.4;2014;;;
Plouvien;Wind;10.4;2014;;;
Plouyé;Wind;3.0;2014;;;
Plozévet;Wind;6.0;2014;;;
Plumelin;Solar;1.25803;2014;;;
Plumieux;Wind;8.6;2014;;;
Pluzunet;Wind;6.0;2014;;;
Pléchâtel;Wind;4.8;2014;;;
Plélan-le-Grand;Wind;12.0;2014;;;
Plémet;Solar;1.11259;2014;;;
Poey-d'Oloron;Hydro;1.236;2014;;;
Poggio-di-Nazza;Solar;4.5;2014;;;
Poggio-di-Venaco;Solar;4.49;2014;;;
Pogny;Wind;4.2;2014;;;
Poinson-lès-Nogent;Wind;24.3;2014;;;
Pointis-Inard;Hydro;4.55;2014;;;
Pointis-de-Rivière;Hydro;7.015;2014;;;
Poinville;Wind;35.75;2014;;;
Poiseul-la-Grange;Wind;10.0;2014;;;
Poitiers;Solar;1.84235;2014;;;
Pompogne;Solar;32.5236;2014;;;
Pont-Melvez;Wind;19.5;2014;;;
Pont-Remy;Wind;12.0;2014;;;
Pont-Saint-Esprit;Solar;1.31208;2014;;;
Pont-de-Larn;Solar;2.17469;2014;;;
Pont-de-Larn;Hydro;1.573;2014;;;
Pont-de-Roide;Hydro;2.0;2014;;;
Pont-de-Salars;Wind;12.0;2014;;;
Pont-de-l'Isère;Solar;2.66728;2014;;;
Pont-sur-Sambre;Gas;412.0;2014;;;
Pontcharra;Hydro;13.335;2014;;;
Pontcharra;Solar;1.43215;2014;;;
Pontenx-les-Forges;Solar;1.49503;2014;;;
Pontenx-les-Forges;Biomass;2.5;2014;;;
Pontruet;Wind;12.0;2014;;;
Port-Mort;Hydro;6.09;2014;;;
Port-Saint-Louis-du-Rhône;Solar;2.32439;2014;;;
Port-Saint-Louis-du-Rhône;Wind;21.25;2014;;;
Porta;Hydro;1.208;2014;;;
Portel-des-Corbières;Wind;11.775;2014;;;
Portet-sur-Garonne;Solar;2.12132;2014;;;
Portillon (Le);Hydro;95.0;2014;;;
Poses;Hydro;9.999;2014;;;
Pouillé-les-Côteaux;Wind;9.693;2014;;;
Poussan;Wind;6.0;2014;;;
Pouzauges;Solar;1.38035;2014;;;
Pouzols-Minervois;Solar;5.58263;2014;;;
Pouzols-Minervois;Wind;5.1;2014;;;
Pradelles-Cabardès;Wind;10.4;2014;;;
Pralognan-la-Vanoise;Hydro;4.932;2014;;;
Prats-de-Mollo-la-Preste;Hydro;1.16;2014;;;
Prayssac;Hydro;4.7;2014;;;
Preuseville;Wind;13.5;2014;;;
Prouville;Wind;20.0;2014;;;
Prunelli-di-Fiumorbo;Solar;1.38793;2014;;;
Prunet;Solar;1.17117;2014;;;
Puch-d'Agenais;Solar;1.4746;2014;;;
Puget-sur-Argens;Solar;2.26504;2014;;;
Puimichel;Solar;8.31904;2014;;;
Puits Castan;Solar;5.0;2014;;;
Puits De La Brasque;Solar;7.1;2014;;;
Pussay;Wind;9.2;2014;;;
Puy Bacot;Solar;12.0;2014;;;
Puyloubier;Solar;6.5326;2014;;;
Périgny-la-Rose;Wind;14.0;2014;;;
Pérols;Solar;1.1108;2014;;;
Péré;Wind;8.4;2014;;;
Queige;Hydro;14.7;2014;;;
Quesnoy-sur-Airaines;Wind;34.5;2014;;;
Quincieux;Solar;8.83539;2014;;;
Quincy;Wind;12.0;2014;;;
Quinquempoix;Wind;11.5;2014;;;
Quinson;Hydro;41.0;2014;;;
Quistinic;Hydro;1.15;2014;;;
Quittebeuf;Wind;8.28;2014;;;
RANCE;Wave and Tidal;240.0;2014;;;
RANDENS;Hydro;124.2;2014;;;
REVIN;Hydro;808.0;2014;;;
RHINAU;Hydro;167.8;2014;;;
Rabastens;Hydro;1.325;2014;;;
Rabodanges;Hydro;6.6;2014;;;
Radenac;Wind;8.2;2014;;;
Radinghem;Wind;8.0;2014;;;
Rageade;Wind;26.0;2014;;;
Raival;Wind;12.0;2014;;;
Rambervillers;Biomass;6.176;2014;;;
Rambures;Wind;12.0;2014;;;
Rapale;Solar;10.27714;2014;;;
Raucourt-et-Flaba;Wind;12.0;2014;;;
Reffroy;Wind;12.3;2014;;;
